Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Cinnabar	100	1	1	1	0	1			0	1	105	dmg%	0	5	10		0	0	0		0	0	0	1	dred	jewl	ncha	ocha	rcha	kcha	    	    	    	    	    	    	    	0	0	0
Rusty	100	1	1	13	0	9			0	1	105	dmg%	0	11	20		0	0	0		0	0	0	1	dred	jewl	ncha	ocha	rcha	kcha	    	    	    	    	    	    	    	0	0	0
Realgar	100	1	1	45	0	37			0	1	105	dmg%	0	21	30		0	0	0		0	0	0	1	dred	jewl	ncha	ocha	rcha	kcha	    	    	    	    	    	    	    	0	0	0
Ruby	100	1	0	66	0	50			0	1	105	dmg%	0	31	40		0	0	0		0	0	0	1	dred	jewl	ncha	ocha	rcha	kcha	    	    	    	    	    	    	    	0	0	0
Vulpine	1	1	1	9	0	6			0	1	107	dmg-to-mana	0	7	12		0	0	0		0	0	0	1	cblu	shld	amul	orb 	staf	kcha	    	    	    	    	    	    	    	0	0	0
Dun	100	1	1	7	0	5			0	1	107	dmg-to-mana	0	7	12		0	0	0		0	0	0			jewl	ncha	ocha	rcha	kcha	    	    	    	    	    	    	    	0	0	0
Bronze	100	1	1	1	0	1			0	1	110	att	0	6	12		0	0	0		0	0	0			lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Bronze	100	1	1	7	0	5			0	1	110	att	0	13	27		0	0	0		0	0	0			lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Bronze	100	1	1	13	0	9			0	1	110	att	0	28	42		0	0	0		0	0	0			lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Iron	100	1	1	19	0	14			0	1	110	att	0	43	57		0	0	0		0	0	0			lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Iron	100	1	1	25	0	18			0	1	110	att	0	58	72		0	0	0		0	0	0			lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Iron	100	1	1	31	0	23			0	1	110	att	0	73	87		0	0	0		0	0	0			lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Steel	100	1	0	37	0	29			0	1	110	att	0	88	102		0	0	0		0	0	0			lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Steel	100	1	0	43	0	35			0	1	110	att	0	103	117		0	0	0		0	0	0			lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Steel	100	1	0	49	0	41			0	1	110	att	0	118	132		0	0	0		0	0	0			lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Bronze	100	1	1	1	0	1			0	1	110	att	0	4	8		0	0	0		0	0	0			mcha	tcha	mboq	mxbq	hcha	wcha	rcha	    	    	    	    	    	0	0	0
Bronze	100	1	1	7	0	5			0	1	110	att	0	6	12		0	0	0		0	0	0			mcha	tcha	mboq	mxbq	hcha	wcha	rcha	    	    	    	    	    	0	0	0
Bronze	100	1	1	16	0	12			0	1	110	att	0	13	25		0	0	0		0	0	0			mcha	tcha	mboq	mxbq	hcha	wcha	rcha	    	    	    	    	    	0	0	0
Iron	100	1	1	25	0	18			0	1	110	att	0	26	38		0	0	0		0	0	0			mcha	tcha	mboq	mxbq	hcha	wcha	rcha	    	    	    	    	    	0	0	0
Iron	100	1	1	34	0	26			0	1	110	att	0	39	51		0	0	0		0	0	0			mcha	tcha	mboq	mxbq	hcha	wcha	rcha	    	    	    	    	    	0	0	0
Steel	100	1	0	43	0	36			0	1	110	att	0	52	64		0	0	0		0	0	0			mcha	tcha	mboq	mxbq	hcha	wcha	rcha	    	    	    	    	    	0	0	0
Steel	100	1	0	52	0	44			0	1	110	att	0	65	77		0	0	0		0	0	0			mcha	tcha	mboq	mxbq	hcha	wcha	rcha	    	    	    	    	    	0	0	0
Bronze	100	1	1	1	0	1			0	1	110	att	0	2	4		0	0	0		0	0	0			scha	tcha	mboq	mxbq	hcha	wcha	rcha	    	    	    	    	    	0	0	0
Bronze	100	1	1	21	0	15			0	1	110	att	0	6	12		0	0	0		0	0	0			scha	tcha	mboq	mxbq	hcha	wcha	rcha	    	    	    	    	    	0	0	0
Iron	100	1	1	39	0	31			0	1	110	att	0	13	24		0	0	0		0	0	0			scha	tcha	mboq	mxbq	hcha	wcha	rcha	    	    	    	    	    	0	0	0
Steel	100	1	0	57	0	49			0	1	110	att	0	25	36		0	0	0		0	0	0			scha	tcha	mboq	mxbq	hcha	wcha	rcha	    	    	    	    	    	0	0	0
Bronze	1	1	1	1	0	1			0	1	110	att	0	10	20		0	0	0		0	0	0			weap	ring	glov	amul	circ	mboq	mxbq	staf	wand	orb 	    	    	0	0	0
Iron	1	1	1	4	0	3			0	1	110	att	0	21	40		0	0	0		0	0	0			weap	ring	circ	mboq	mxbq	    	    	staf	wand	orb 	    	    	0	0	0
Steel	1	1	1	8	0	6			0	1	110	att	0	41	60		0	0	0		0	0	0			weap	ring	circ	mboq	mxbq	    	    	staf	wand	orb 	    	    	0	0	0
Silver	1	1	1	12	0	9			0	1	110	att	0	61	80		0	0	0		0	0	0			weap	ring	circ	mboq	mxbq	    	    	staf	wand	orb 	    	    	0	0	0
Gold	1	1	1	17	0	12			0	1	110	att	0	81	100		0	0	0		0	0	0	1	lgld	weap	ring	circ	mboq	mxbq	    	    	staf	wand	orb 	    	    	0	0	0
Platinum	1	1	1	22	0	16			0	1	110	att	0	101	120		0	0	0		0	0	0	1	lgld	weap	ring	circ	mboq	mxbq	    	    	staf	wand	orb 	    	    	0	0	0
Meteoric	1	1	1	27	0	20			0	1	110	att	0	121	150		0	0	0		0	0	0	1	lgld	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Strange	100	1	0	32	0	24			0	1	110	att	0	151	300		0	0	0		0	0	0	1	lgld	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Weird	100	1	0	37	0	27			0	1	110	att	0	301	450		0	0	0		0	0	0	1	lgld	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Nickel	100	1	1	1	0	1			0	1	110	att	0	10	20		0	0	0		0	0	0			jewl	mboq	mxbq	ncha	ocha	wcha	rcha	    	    	    	    	    	0	0	0
Tin	100	1	1	8	0	6			0	1	110	att	0	21	40		0	0	0		0	0	0			jewl	mboq	mxbq	ncha	ocha	wcha	rcha	    	    	    	    	    	0	0	0
Silver	100	1	1	25	0	18			0	1	110	att	0	41	60		0	0	0		0	0	0			jewl	mboq	mxbq	ncha	ocha	wcha	rcha	    	    	    	    	    	0	0	0
Argent	100	1	0	44	0	36			0	1	110	att	0	61	100		0	0	0		0	0	0			jewl	mboq	mxbq	ncha	ocha	wcha	rcha	    	    	    	    	    	0	0	0
Fine	100	1	1	15	0	11			0	1	111	att	0	10	20	dmg-max	0	1	3		0	0	0			lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Fine	100	1	1	22	0	16			0	1	111	att	0	21	48	dmg-max	0	4	6		0	0	0			lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Sharp	100	1	1	29	0	21			0	1	111	att	0	49	76	dmg-max	0	7	10		0	0	0			lcha	qcha	mboq	mxbq	ncha	ocha	rcha	    	    	    	    	    	0	0	0
Fine	100	1	1	19	0	14			0	1	111	att	0	10	20	dmg-max	0	1	3		0	0	0			mcha	tcha	mboq	mxbq	hcha	wcha	rcha	    	    	    	    	    	0	0	0
Sharp	100	1	1	28	0	21			0	1	111	att	0	21	48	dmg-max	0	4	6		0	0	0			mcha	tcha	mboq	mxbq	hcha	wcha	rcha	    	    	    	    	    	0	0	0
Fine	100	1	0	28	0	21			0	1	111	att	0	10	20	dmg-max	0	1	3		0	0	0			scha	tcha	mboq	mxbq	hcha	wcha	rcha	    	    	    	    	    	0	0	0
Sharp	1	1	1	5	0	3			0	1	111	att	0	10	20	dmg%	0	10	20		0	0	0			weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Fine	1	1	1	12	0	9			0	1	111	att	0	21	40	dmg%	0	21	30		0	0	0			weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Warrior's	1	1	1	19	0	13			0	1	111	att	0	41	60	dmg%	0	31	40		0	0	0			weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Soldier's	1	1	1	27	0	19			0	1	111	att	0	61	80	dmg%	0	41	50		0	0	0			weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Knight's	1	1	1	38	0	30			0	1	111	att	0	81	100	dmg%	0	51	65		0	0	0	1	dgld	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Lord's	1	1	1	47	0	39			0	1	111	att	0	101	120	dmg%	0	66	80		0	0	0	1	dgld	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
King's	1	1	1	56	0	48			0	1	111	att	0	121	150	dmg%	0	81	100		0	0	0	1	dgld	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Master's	100	1	0	56	0	48			0	1	111	att	0	151	250	dmg%	0	101	150		0	0	0	1	dgld	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Grandmaster's	100	1	0	69	0	50			0	1	111	att	0	251	300	dmg%	0	151	200		0	0	0	1	dgld	weap	mboq	mxbq	    	    	    	    	staf	wand	orb 	    	    	0	0	0
Glimmering	1	1	1	1	0	1			0	1	112	light	0	1	2		0	0	0		0	0	0			armo	weap	ring	amul			    	    	    	    	    	    	0	0	0
Glowing	1	1	1	1	0	1			0	1	112	light	0	3	4		0	0	0		0	0	0			armo	weap	ring	amul			    	    	    	    	    	    	0	0	0
Bright	100	1	1	1	0	1			0	1	112	light	0	5	6		0	0	0		0	0	0			armo	weap	ring	amul			    	    	    	    	    	    	0	0	0
Screaming	100	1	1	10	0	7			0	1	113	howl	0	32	32		0	0	0		0	0	0	1	oran	weap	mboq	mxbq	    	    	    	    	miss	swor	axe 	pole	spea	0	0	0
Howling	1	1	1	16	0	12			0	1	113	howl	0	64	64		0	0	0		0	0	0	1	oran	weap	mboq	mxbq	    	    	    	    	miss	swor	axe 	pole	spea	0	0	0
Wailing	100	1	1	20	0	13			0	1	113	howl	0	128	128		0	0	0		0	0	0	1	oran	weap	mboq	mxbq	    	    	    	    	miss	swor	axe 	pole	spea	0	0	0
Screaming	100	1	1	10	0	7			0	1	113	howl	0	16	16		0	0	0		0	0	0	1	oran	miss	mboq	mxbq	    	    	    	    	    	    	    	    	    	0	0	0
Howling	100	1	1	16	0	12			0	1	113	howl	0	24	24		0	0	0		0	0	0	1	oran	miss	mboq	mxbq	    	    	    	    	    	    	    	    	    	0	0	0
Wailing	100	1	0	24	0	18			0	1	113	howl	0	32	32		0	0	0		0	0	0	1	oran	miss	mboq	mxbq	    	    	    	    	    	    	    	    	    	0	0	0
Lucky	100	1	1	21	0	0			0	1	114	mag%	0	1	4		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Lucky	100	1	0	38	0	0			0	1	114	mag%	0	5	7		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Lucky	100	1	0	55	0	0			0	1	114	mag%	0	8	12		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Lucky	100	1	1	34	0	0			0	1	114	mag%	0	1	1		0	0	0		0	0	0			mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Lucky	100	1	0	53	0	0			0	1	114	mag%	0	2	3		0	0	0		0	0	0			mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Lucky	100	1	0	51	0	0			0	1	114	mag%	0	4	6		0	0	0		0	0	0			mcha	tcha	hcha	wcha	rcha	kcha	    	    	    	    	    	    	0	0	0
Felicitous	100	1	1	5	0	3			0	1	114	mag%	0	5	10		0	0	0		0	0	0			ring	amul	circ	    	    	    	    	    	    	    	    	    	0	0	0
Fortuitous	1	1	0	12	0	8			0	1	114	mag%	0	11	15		0	0	0		0	0	0			ring	amul	circ	    	    	    	    	    	    	    	    	    	0	0	0
Emerald	100	1	1	16	0	12			0	1	114	mag%	0	3	7		0	0	0		0	0	0			jewl	ncha	rcha	    	    	    	    	    	    	    	    	    	0	0	0
Lizard's	100	1	1	1	0	1			0	1	115	mana	0	3	7		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Lizard's	100	1	1	7	0	5			0	1	115	mana	0	8	13		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Lizard's	100	1	1	13	0	9			0	1	115	mana	0	14	20		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Snake's	100	1	1	19	0	14			0	1	115	mana	0	21	26		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Snake's	100	1	1	25	0	18			0	1	115	mana	0	27	33		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
Snake's	100	1	1	31	0	23			0	1	115	mana	0	34	39		0	0	0		0	0	0			lcha	qcha	ncha	ocha	rcha	kcha	    	    	    	    	    	    	0	0	0
